#,I feel good about what I'm working on,I feel good about my career path,I feel good about my work-life balance,I feel valued by those around me,I see opportunities for career growth,"In your opinion, what are the top three skills most in demand in the battery industry?",Mining,Refining,Component/precursor production,Cell production,Module/pack production,"Product integration (vehicles, mobility)",Product integration (stationary storage),Product integration (electronics),Energy infrastructure,Recycling,Equipment manufacturing,Software,Consulting,Other,What is your highest level of education?,Other,What did you study in school?,What country do you live in?,What is your ZIP code or postal code?,What is your total income over the past 12 months?,How many hours did you work last week?,What is your age?,White,"Hispanic, Latino, or Spanish origin",Black or African American,Asian,American Indian or Alaska Native,Middle Eastern or North African,Native Hawaiian or Other Pacific Islander,Decline to answer,Other,To which gender do you most identify with?,Other,What is your citizenship status in the country you currently live in?,Other,Have you ever served in the military?,What is your current employment situation?,Other,"Since you're currently working in the industry, we would love to ask you some more detailed questions about your industry experience.

Would you like to complete these additional questions? ","Since you're a student, we would love to ask you more detailed questions about your student and job searching experience.

Would you like to complete these additional questions? ","Since you've indicated that you used to work for a company but no longer work there, we would love to ask you more detailed questions about your experience with the previous company and your job-search process.

Would you like to complete these additional questions? ",Why did you leave your previous company?,Other,I am satisfied with my compensation,I am being underpaid compared to similar roles,I am satisfied with the raises and/or bonuses I have been receiving,What is your annual base salary?,Bonuses (based on individual performance),Bonuses (based on company performance),Bonuses (based on retention),"Equity (stock, options, etc.)",Commissions,Education or tuition reimbursement,Health and wellness stipends,Childcare expense reimbursement,Other,How many times have you received a base salary increase over the past 12 months of employment?,How many times have you received a bonus over the past 12 months of employment?,How many years have you been with the company?,Mining,Refining,Component/precursor production,Cell production,Module/pack production,"Product integration (vehicles, mobility)",Product integration (stationary storage),Product integration (electronics),Energy infrastructure,Recycling,Equipment manufacturing,Software,Consulting,Other,How would you classify your company's stage of development?,In what country is your office located?,In what state is your office located?,How many days did you work in the office last week?,How many employees work at your company?,What is the total headcount on your team?,What is your current job title?,Engineering and design,Investor,IT infrastructure,Facilities,Finance,Legal,Managing people,Managing projects or programs,Marketing,Manufacturing and production,New product introduction (NPI),Product design,Quality,Recruiting,Research and development,Sales and services,Software development,Software integration,Strategy and planning,Supply chain,Testing and validation,Other,What is your current level?,Career growth opportunities,Challenge and innovation,Autonomy and independence,Supportive team and environment,Competitive salary and benefits,Work-life balance,Job security,Learning and skills development,Sustainability and impact,Hybrid/remote work,Desirable work location,Other,Have you previously worked in other industries?,What was your previous role before joining the battery industry?,After working for 1 week?,After working for 1 month?,After working for 3 months?,Last week?,Learning on the job,Formal training programs,Peer mentors,Other,Better foundational knowledge,More hands-on skills,Better understanding of culture and norms,Other,How many internships did you complete before starting your current role?,"In your opinion, what are the top skills that contributed to your success?","In your opinion, which positions are the hardest to fill in your company?","In your opinion, what do you think are the main barriers to hiring skilled talent in the battery industry?",How many times have you changed employers in the last five years?,Are you currently seeking new job opportunities?,My company has a good reputation in the industry,I want to stay with my company for at least 12 more months,I am satisfied with my current job stability,I am confident in my ability to find my next job in the industry,"Salary, bonuses",Job stability,Equity,Vacation time,Perks,Career growth opportunities,Parental leave,Work location flexibility,Total hours worked,Company culture,Visa sponsorship,Other,Is there anything else you'd like to share about what you're looking for in your next role?,Mental health support,Work-life balance initiatives,Financial wellness programs,Career development opportunities,Healthcare coverage or stipend,Retirement account funding or match,Transit benefits,Work-from-home stipend,Gym or physical wellness stipend,Meal stipend,"Educational, tuition, or continued education stipend",Student loan matching,Other,How many weeks of parental leave are you entitled to?,How many weeks of paid time off are you entitled to each year?,How many days of sick leave are you entitled to?,Are there any unique benefits that you value?,"After graduating, I know what role(s) to apply to","After graduating, I will find a job","By the time I graduate, I will have learned the skills needed to find a job",I am optimistic about the future of the battery industry,"After you graduate, what would be your ideal job title?",Mining,Refining,Component/precursor production,Cell production,Module/pack production,"Product integration (vehicles, mobility)",Product integration (stationary storage),Product integration (electronics),Energy infrastructure,Recycling,Equipment manufacturing,Software,Consulting,Other,Career growth opportunities,Challenge and innovation,Autonomy and independence,Supportive team and environment,Competitive salary and benefits,Work-life balance,Job security,Learning and skills development,Sustainability and impact,Hybrid/remote work,Desirable work location,Other,How much do you expect to be paid for your first job?,How many internships have you completed so far?,Mining,Refining,Component/precursor production,Cell production,Module/pack production,"Product integration (vehicles, mobility)",Product integration (stationary storage),Product integration (electronics),Energy infrastructure,Recycling,Equipment manufacturing,Software,Consulting,Other,Engineering and design,Investor,IT infrastructure,Facilities,Finance,Legal,Managing people,Managing projects or programs,Marketing,Manufacturing and production,New product introduction,Product design,Quality,Recruiting,Research and development,Sales and services,Software development,Software integration,Strategy and planning,Supply chain,Testing and validation,Other,"During your previous internship, what are the top three skills that contributed to your success?","During your previous internship, were there skills you wish you had learned but didn't? If yes, what were they?","During your previous internship, were there skills that you felt unprepared for? If yes, what were they?","During your previous internship, what was your hourly pay?","During your previous internship, how many hours per week did you work, on average?",Response Type,Start Date (UTC),Stage Date (UTC),Submit Date (UTC),Network ID,Tags
7hom898dchpwb487homt2sz93gdcxks2,,1,,,,,,,,Cell production,Module/pack production,"Product integration (vehicles, mobility)",,,,,,,,,Doctorate,,Electrical Engineering,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 15:55:14,,2024-11-22 15:55:54,3d602dd67b,
av1ww0fazrav1wwiso5h803s1z192s1y,4,3,3,3,2,strategic decision; workforce retention; manufacturing expertise;,,,,Cell production,Module/pack production,,,,Energy infrastructure,,,,,,Doctorate,,Chemistry,France,,,38,37,White,,,,,,,,,Male,,Non-citizen (Other),,No,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,3,3,2,42000,Bonuses (based on individual performance),Bonuses (based on company performance),,,,,,,,1,0,2,,,,,,,,,,,,,Consulting,,Mid-sized (stable growth),France,,4,1-10,1-10,Technology & IP Analyst,,Investor,,,,,,Managing projects or programs,,,,,,,Research and development,,,,Strategy and planning,,,,Career,,,,,,,Job security,,,,,I was previously unemployed,"Yes, in a different role",Fixed-term researcher,2,3,4,4,Learning on the job,,Peer mentors,,Better foundational knowledge,,,,1,core technical skills; adaptability; communication;,,geographical location; lack of clear roadmaps;,2,1,3,2,3,3,"Salary, bonuses",Job stability,,,,Career growth opportunities,,Work location flexibility,,,,,Reciprocal flexibility (emplyer/employee); employer location;,1,3,2,2,Healthcare coverage or stipend,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 15:42:44,,2024-11-22 15:57:04,31f3378815,
pg87e8zt50ifk1qpg872q2mbrr1l1s7v,3,2,2,4,2,not sure at all,,,Component/precursor production,,,,,,,Recycling,,,,,Doctorate,,Materials Science and Engineering,United Kingdom,ox13ph,45000,50,35,,,,,,,,Decline to answer,,Decline to answer,,Non-citizen (H-1B visa),,No,"I'm in school or in training (e.g., a student or postdoc)",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,3,3,early-stage engineer,,,Component/precursor production,,,,,,,Recycling,,Software,,,Career growth opportunities,Challenge and innovation,,,Competitive salary and benefits,,,,,,,,150000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 15:39:43,,2024-11-22 15:43:52,43e99d3911,
w2c065p62pkipucrbqw2c068vic8xu06,4,4,4,4,4,"[speaking English], [holistic technical knowledge], [understanding regulation]]",,,,Cell production,,,,Product integration (electronics),,,Equipment manufacturing,,,,Masters,,Electrical Engineering,Spain,27003,,45,35,,"Hispanic, Latino, or Spanish origin",,,,,,,,Male,,Citizen (native-born),,No,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,4,3,4,,Bonuses (based on individual performance),,,,,,Health and wellness stipends,,,1,1,12,,,,,,,Product integration (stationary storage),,,,Equipment manufacturing,,Consulting,,Mid-sized (stable growth),Spain,,5,251-500,11-20,,Engineering and design,,,,,,Managing people,Managing projects or programs,,,,,,,,,,,,,,,Senior,Career growth opportunities,Challenge and innovation,,,,,,,,,,,No,,2,2,3,5,Learning on the job,Formal training programs,,,,,Better understanding of culture and norms,,0,,,,0,0,5,4,4,4,"Salary, bonuses",Job stability,,,,Career growth opportunities,,,,Company culture,,,,3,4,3,3,Healthcare coverage or stipend,,Transit benefits,,,Meal stipend,"Educational, tuition, or continued education stipend",,,12,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 14:48:21,,2024-11-22 14:58:18,0dfcddda65,
2ukbn3o6qfmqxgm2ukb927fuin1bls3w,4,4,4,5,4,"cost engineering, production engineering, safety engineering",,,,,,"Product integration (vehicles, mobility)",Product integration (stationary storage),Product integration (electronics),,,,,,,Doctorate,,Mechanical Engineering,Germany,85095,,43,42,White,,,,,,,,,Male,,Citizen (native-born),,Yes,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,4,2,5,100000,Bonuses (based on individual performance),Bonuses (based on company performance),,,,,,,,0,1,11,,,,,,"Product integration (vehicles, mobility)",,,,,,,,,Established (significant market presence),Germany,,43,"10,001-25,000",11-20,Manager,Engineering and design,,,,,,Managing people,Managing projects or programs,Marketing,,New product introduction (NPI),,,Recruiting,Research and development,Sales and services,,,Strategy and planning,,,,Manager,Career growth opportunities,Challenge and innovation,Autonomy and independence,Supportive team and environment,Competitive salary and benefits,Work-life balance,Job security,Learning and skills development,Sustainability and impact,,Desirable work location,,"Yes, in a similar role",,2,2,3,5,Learning on the job,Formal training programs,Peer mentors,,Better foundational knowledge,More hands-on skills,Better understanding of culture and norms,,2,openness; perseverence; flexibility; courage,Expert Engineer,salary; competence; experience,0,0,5,5,4,4,"Salary, bonuses",,,,,Career growth opportunities,,,,,,,role; reputation,4,3,1,3,Healthcare coverage or stipend,Retirement account funding or match,Transit benefits,Work-from-home stipend,Gym or physical wellness stipend,,"Educational, tuition, or continued education stipend",,,52,6,10,degree of freedom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 14:41:05,,2024-11-22 14:52:56,e87fdfd54f,
qf8cqapoo9shtrxpsqf8cqapalcud40g,5,4,4,4,4,understanding of the global chain of valor; electrochemical expertise; basic physics and chemistry common sens;,,,,Cell production,,,,,,Recycling,Equipment manufacturing,,,,Masters,,Materials Science and Engineering,France,73000,35000,40,31,White,,,,,,,,,Male,,Citizen (native-born),,Yes,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,4,3,4,50000,,,,,,,Health and wellness stipends,,,1,0,2,,,,,,,,,,,,Software,,,Startup (early growth),France,,2,11-50,1-10,Data Analyst,Engineering and design,,,,,,,,,,,,,,Research and development,,Software development,,,,,,Senior,Career growth opportunities,Challenge and innovation,,,,Work-life balance,,Learning and skills development,Sustainability and impact,,Desirable work location,,No,,2,2,2,5,Learning on the job,,,,,,Better understanding of culture and norms,,3,scientific expertise; data processing; adaptability;,battery expert; head of data; head of product development;,lack of talents;,1,0,4,4,3,3,"Salary, bonuses",,,Vacation time,,Career growth opportunities,,Work location flexibility,,Company culture,,,,3,4,2,3,Healthcare coverage or stipend,Retirement account funding or match,Transit benefits,,,Meal stipend,,,,5,7,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 14:40:06,,2024-11-22 15:35:04,8c6ba2b82c,
dba202pi9miy9f0sidbayy7a1u3kyd18,5,4,5,5,5,(Techno-Economical capability for battery storage project) (Leadership for concept to commissioning of battery storage project) (Battery R&D),,,,Cell production,,,Product integration (stationary storage),,Energy infrastructure,,,,,,Masters,,Electrical Engineering,Zambia,50854,2.1e+06,48,36,,,,Asian,,,,,,Male,,Non-citizen (TN visa),,No,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,3,4,2,2.1e+06,Bonuses (based on individual performance),Bonuses (based on company performance),,,,,,,,1,1,2,,,,,,,,,Energy infrastructure,,,,,,Startup (early growth),Zambia,,6,11-50,11-20,Engineering Manager- Fuel & New Energies,Engineering and design,,,,,,,Managing projects or programs,,,New product introduction (NPI),,,,,,,,,,,,Manager,Career growth opportunities,,,,,,,,,,,,"Yes, in a different role",,3,4,4,3,,,Peer mentors,,Better foundational knowledge,,,,0,,,,,1,4,2,3,4,"Salary, bonuses",,Equity,,Perks,,,,,,,,,3,3,2,2,Healthcare coverage or stipend,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 14:18:27,,2024-11-22 14:40:47,c978f1c387,
han26amvwr1zxv9ehwhan26a2ilc8avg,2,2,3,3,4,"Battery packs design, BMS testing, ANSYS",,,,Cell production,Module/pack production,"Product integration (vehicles, mobility)",,,,,,,,,Doctorate,,,India,400701,400000,50,32,,,,Asian,,,,,,Male,,,,No,"I'm working professionally (e.g., at a company, national lab)",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 13:24:12,,2024-11-22 13:28:37,2119a278f2,
95pwqocjxj2zaa95pwnxgmzgvyshhlgk,5,,,,,Inovation ; collaboration ; projection,,,,,Module/pack production,,Product integration (stationary storage),,Energy infrastructure,,,,,,Diploma (high school),,Chemical Engineering,Indonesia,60129,2.5e+08,75,50,,,,Asian,,,,,,Male,,Citizen (native-born),,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 10:30:56,,2024-11-22 10:37:57,cd78228b14,
a79xzxxgsh1yynk9hxfua79xzxxnyh4b,5,5,,,,"Negotiation; Supply chain, New Technology",,,Component/precursor production,Cell production,,,,,,Recycling,,,,,Bachelors,,Other,India,560062,3.4e+06,40,35,,,,Asian,,,,,,Male,,Decline to answer,,No,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,3,3,2,3e+06,,,,,,,,,,0,1,6,,,,,,"Product integration (vehicles, mobility)",,,,,,,,,Startup (early growth),India,,40,"501-1,000",1-10,,,,,,,,,,,,,,,,,,,,Strategy and planning,,,,Career,Career growth opportunities,Challenge and innovation,,,Competitive salary and benefits,,,Learning and skills development,Sustainability and impact,,,,"Yes, in a similar role",,2,3,4,5,Learning on the job,,,,,,,Value Chain,0,Negotiation ; New Technology Knowledge ; Meeting Regulation for Safer EV Manufacturing,CTO,Lack of Foundational knowledge about Battery,2,1,4,2,3,5,"Salary, bonuses",,Equity,,,Career growth opportunities,,,,Company culture,Visa sponsorship,,,5,3,4,5,Healthcare coverage or stipend,,,,,Meal stipend,,,Market intelligence tools,2,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 10:07:09,,2024-11-22 10:31:02,c2c69d982d,
a7jla89mc5uyry07yq3a7jyrbgqojwxs,5,5,5,5,5,"[landowner relations][town planning app process][local community ""social license""]",,,,,,,Product integration (stationary storage),Product integration (electronics),Energy infrastructure,,,,,,Bachelors,,Materials Science and Engineering,Australia,6003,120000,50,60,White,,,,,,,,,Male,,Citizen (native-born),,No,"I'm working professionally (e.g., at a company, national lab)",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 07:43:13,,2024-11-22 07:48:33,e45ba8f4a4,
hx6hozo0ywrsa6fopchx6hnxer0w9kzl,5,5,3,5,5,[engineering]; [designer]; [cyber-security],,Refining,Component/precursor production,Cell production,,,,,,,,,,,,High School Dropout,Computer and Information Systems,Australia,3082,3.5e+07,70,59,,,,,,,,,,Male,,Citizen (native-born),,No,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,5,1,5,360000,Bonuses (based on individual performance),Bonuses (based on company performance),,"Equity (stock, options, etc.)",,,,,,1,1,6,,,,,Module/pack production,"Product integration (vehicles, mobility)",Product integration (stationary storage),Product integration (electronics),Energy infrastructure,,,,,,Scale-up (rapid growth),Australia,,3,11-50,11-20,Co-Founder and Group Managing Director,,Investor,,,Finance,Legal,Managing people,Managing projects or programs,Marketing,,New product introduction (NPI),Product design,,Recruiting,,Sales and services,,,Strategy and planning,,,,Executive,,,,,,,,,,,,Founded the company,"Yes, in a different role",Practise Manager Project Services,3,3,4,4,Learning on the job,,,,Better foundational knowledge,,,,0,Stakeholder management; sales; visionary,Engineering; sales,competing for great people; instability in the industry,0,0,5,5,5,5,,,,,,,,,,,,Nothing will get me to leave,I'll retire after this role,4,3,2,4,,Retirement account funding or match,Transit benefits,Work-from-home stipend,,Meal stipend,"Educational, tuition, or continued education stipend",,,52,25,365,Breakfast and lunch provided,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-22 06:09:28,,2024-11-22 06:40:34,b9410dd82a,
x5t1y3hlzlawhsr0jdezx5t1y3hlkoff,4,4,4,4,4,,,Refining,Component/precursor production,Cell production,,,,,,,,,,,Doctorate,,,United States,48103,100000,60,45,,,,,,,,Decline to answer,,Male,,Citizen (foreign-born),,,"I'm working professionally (e.g., at a company, national lab)",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-21 01:30:59,,2024-11-21 01:35:51,7934c60fd2,
40ux8dftedu2hko0sjkk40ux8dflb2pk,4,3,3,3,3,"Skills: Hybrid knowledge of 1. CSA/MEP design & buildability, 2. Clean & Dry rooms design, and Process integration.",,,,Cell production,,,,,Energy infrastructure,,,,Consulting,,Bachelors,,Design,United Kingdom,E14 9JB,0,40,0,,"Hispanic, Latino, or Spanish origin",,,,,,,,Female,,Non-citizen (Other),,No,"I'm working professionally (e.g., at a company, national lab)",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-20 14:40:49,,2024-11-21 23:34:33,df7fa7fc9b,
58cup01k4413mm7m58cuqm1b2ukekd0g,4,2,1,1,3,[Manufacturing]; [Quality Control]; [Cell Testing],,,Component/precursor production,Cell production,,,,,,,Equipment manufacturing,,,,Masters,,Mechanical Engineering,United States,94538,80000,55,27,,,,Asian,,,,,,Male,,Non-citizen (H-1B visa),,No,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,1,5,1,80000,,,,,,,,,,1,1,2,,,Component/precursor production,,,,,,,,,,,,Startup (early growth),United States,California,5,1-10,1-10,,Engineering and design,,,Facilities,,,,Managing projects or programs,Marketing,Manufacturing and production,,,Quality,Recruiting,Research and development,Sales and services,,,Strategy and planning,Supply chain,Testing and validation,,Senior,,Challenge and innovation,Autonomy and independence,,,,,Learning and skills development,,,,,No,,1,2,3,4,Learning on the job,,,Self-Research,Better foundational knowledge,,Better understanding of culture and norms,,2,,,Unrealistic expectations from management; lack of funding; role too specific/broad,0,1,1,1,1,3,"Salary, bonuses",Job stability,,Vacation time,,Career growth opportunities,,,,Company culture,Visa sponsorship,,,1,1,1,1,,,,,,,,,None,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-20 02:21:12,,2024-11-20 02:47:02,f63f08d363,
89schmwofk0m64ln89sch8zpz0gv0yol,5,4,4,3,5,"Battery modeling,Testing and characterisation",,,,,,,,,,Recycling,,,,,Masters,,Mechanical Engineering,Spain,08290,3000,40,30,,,,Asian,,,,,,Male,,Citizen (foreign-born),,No,"I'm working professionally (e.g., at a company, national lab)",,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-19 14:08:32,,2024-11-19 14:11:50,a13397fa9c,
6m82kdx2w4g0w18z59i1z8t6m82kdxhm,4,4,2,2,2,"computational skills, battery modelling, data analysis",,,,,Module/pack production,"Product integration (vehicles, mobility)",,Product integration (electronics),,,,,,,Masters,,Chemical Engineering,United States,10027,40000,50,26,,,,Asian,,,,,,Female,,Non-citizen (F1/M1/OPT holder),,No,"I'm in school or in training (e.g., a student or postdoc)",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,4,Sr. Battery Engineer (BMS or other),,,,,Module/pack production,"Product integration (vehicles, mobility)",Product integration (stationary storage),Product integration (electronics),,,,,,,Career growth opportunities,,,,Competitive salary and benefits,,Job security,Learning and skills development,,,Desirable work location,,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-19 00:54:24,,2024-11-19 01:00:04,b3d8cac912,
h48jewkv2wqq80h48yjhvpxyylh7vw7y,5,4,4,5,5,BMS; Recycling; Data analysis,,,,,Module/pack production,,,,Energy infrastructure,Recycling,,,,,Doctorate,,Chemical Engineering,United States,78741,60000,40,33,,,,Asian,,,,,,Female,,Non-citizen (Other),,No,"I'm in school or in training (e.g., a student or postdoc)",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,3,Research Scientist,,,,,,,,,,,,Software,,,,,,Supportive team and environment,Competitive salary and benefits,,Job security,Learning and skills development,,Hybrid/remote work,Desirable work location,,110000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-18 18:34:52,,2024-11-18 18:44:57,41e3bf4402,
7juesfrq8wkqx8wf17juesf0gfwm0axh,4,2,3,3,2,Cell technology; pack level design and validation; solving cold weather charging,,,,Cell production,Module/pack production,,,,,Recycling,,,,,Bachelors,,Criminal Justice,United States,48334,90000,45,41,White,,,,,,,,,Male,,Citizen (native-born),,,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,1,1,1,90000,Bonuses (based on individual performance),Bonuses (based on company performance),,"Equity (stock, options, etc.)",,Education or tuition reimbursement,,,,0,0,1,,,,,,"Product integration (vehicles, mobility)",,,,,,,,,Startup (early growth),United States,Michigan,1,251-500,1-10,Sr Talent Acquisition Partner,,,,,,,,,,,,,,Recruiting,,,,,,,,,Career,,,,,,,,,,,,Didn't have a choice. I love ev tech but very few jobs in recruiting. I'm lucky I have a job.,"Yes, in a similar role",,4,4,4,4,Learning on the job,,,,Better foundational knowledge,More hands-on skills,Better understanding of culture and norms,,0,,High Voltage Validation; Vehicle charging engineer; pack level engineering,Not enough local talent; talent is too spread out; we are still behind China for overall talent,3,1,2,3,1,1,"Salary, bonuses",Job stability,,Vacation time,Perks,Career growth opportunities,Parental leave,Work location flexibility,,Company culture,,,More money; long term stability; better organization overall,2,2,2,3,Healthcare coverage or stipend,Retirement account funding or match,,,,,"Educational, tuition, or continued education stipend",,,4,4,5,We offer stock options but I'm not high on them,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-17 23:43:55,,2024-11-17 23:55:34,25436ce0f3,
ymchtirujp2c05ymcyq0x0mrwqx8m378,2,2,2,3,3,1. Translating an R&D product to a commercial one. 2. Selling that product to prospective buyers 3. Operations leaders/Managers for facility builds and ongoing management,,,Component/precursor production,Cell production,,,,,,,Equipment manufacturing,,,,Bachelors,,Math,United Kingdom,M1,60000,60,31,White,,,,,,,,,Male,,Citizen (native-born),,No,"I'm working professionally (e.g., at a company, national lab)",,1,,,,,4,2,4,40000,,,,,Commissions,,,,,0,,1,,,,,,,,,,,,,Consulting,,Mid-sized (stable growth),United Kingdom,,5,51-100,,Recruiting Consultant,,,,,,,,,,,,,,Recruiting,,,,,,,,,Developing,,,Autonomy and independence,,Competitive salary and benefits,,,Learning and skills development,Sustainability and impact,Hybrid/remote work,,,"Yes, in a similar role",,1,3,3,4,Learning on the job,Formal training programs,Peer mentors,,Better foundational knowledge,More hands-on skills,Better understanding of culture and norms,,0,,"R&D scientists, R&D engineers, R&D leaders",Barrier 1 - when a company sets expectations that’s aren’t achievable. Barrier 2 - lack of alignment from hiring decision makers around role responsibilities.  barrier 3 - lack of willingness to train (plenty of people who apply to jobs are 8/10 qualified but companies don’t want to take the risk to be able to train up the other 2/10 skills),3,1,4,3,2,3,"Salary, bonuses",,,Vacation time,,,Parental leave,Work location flexibility,,Company culture,,,Established processes that have a successful track record. Culture of helping to improve skills. Company culture is to stick by hard workers and not judge them solely on outcomes,3,3,3,3,,Retirement account funding or match,,,Gym or physical wellness stipend,,,,,36,20,5,"Parental leave, work from home flexibility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,2024-11-17 22:21:27,,2024-11-17 22:41:41,b708387489,
